RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.504225114,0.5432098765432098,0.0510204081632653,0.280843221,0.002884918986289988,0.22807017543859648,0.01020408163265306,0.034482758620689655,0.0,0.05
0.388914682,0.419753086419753,0.01020408163265306,0.563907871,0.001312837557125052,0.12280701754385964,0.0,0.034482758620689655,0.0,0.0
0.612181958,0.18518518518518517,0.030612244897959183,0.23194341,0.0008923971749065227,0.12280701754385964,0.01020408163265306,0.0,0.01020408163265306,0.05
0.719061423,0.2345679012345679,0.01020408163265306,0.746268657,0.0018256751142501039,0.14035087719298245,0.0,0.06896551724137931,0.0,0.1
0.926688791,0.30864197530864196,0.0,0.600690165,0.0013480681346073951,0.15789473684210525,0.0,0.034482758620689655,0.0,0.1
0.966790514,0.39506172839506176,0.02040816326530612,0.873360363,0.0013932696302451184,0.24561403508771928,0.0,0.034482758620689655,0.0,0.05
0.9999999,0.24691358024691362,0.04081632653061224,0.515566981,0.0011632737847943498,0.10526315789473684,0.0,0.0,0.02040816326530612,0.15000000000000002
0.511664558,0.24691358024691362,0.02040816326530612,0.427533944,0.0031574574158703783,0.2807017543859649,0.0,0.10344827586206896,0.0,0.05
0.958300914,0.19753086419753085,0.0,0.454187087,0.003119235562941421,0.22807017543859648,0.0,0.10344827586206896,0.0,0.1
0.353858457,0.35802469135802467,0.0,0.938530735,0.0006647278770253428,0.08771929824561403,0.0,0.034482758620689655,0.0,0.05
0.899240304,0.27160493827160487,0.0,0.521319389,0.002891566265060241,0.07017543859649122,0.0,0.06896551724137931,0.0,0.0
0.410443155,0.38271604938271603,0.0,0.19177892,0.002393020357291234,0.07017543859649122,0.09183673469387754,0.0,0.01020408163265306,0.0
0.570268582,0.27160493827160487,0.01020408163265306,0.127212845,0.0008069796427087661,0.15789473684210525,0.01020408163265306,0.0,0.0,0.05
0.182434408,0.2345679012345679,0.01020408163265306,0.836034519,0.0015787287079351891,0.3684210526315789,0.0,0.034482758620689655,0.0,0.05
0.043093186,0.5308641975308641,0.01020408163265306,0.303289378,0.0022933111757374326,0.14035087719298245,0.01020408163265306,0.034482758620689655,0.0,0.15000000000000002
0.058503506,0.16049382716049382,0.0,0.533938172,0.0009887827170751973,0.22807017543859648,0.0,0.034482758620689655,0.0,0.1
0.9999999,0.27160493827160487,0.01020408163265306,0.105114306,0.001409887827170752,0.03508771929824561,0.0,0.0,0.01020408163265306,0.15000000000000002
0.076818189,0.34567901234567905,0.01020408163265306,0.4544406,0.0008641462401329456,0.17543859649122806,0.0,0.034482758620689655,0.0,0.0
0.591377694,0.39506172839506176,0.02040816326530612,0.499464477,0.0009306190278354798,0.12280701754385964,0.0,0.0,0.0,0.05
0.890479154,0.16049382716049382,0.02040816326530612,0.221777859,0.0018280016618196927,0.08771929824561403,0.0,0.0,0.0,0.2
0.115238636,0.2839506172839506,0.0,0.682399647,0.0022600747818861656,0.3508771929824561,0.0,0.034482758620689655,0.0,0.1
0.908380294,0.4444444444444445,0.0,0.116913484,0.0021317823016202744,0.05263157894736842,0.0,0.034482758620689655,0.0,0.0
0.0,0.13580246913580246,0.0,0.086052956,0.0021587037806398007,0.05263157894736842,0.0,0.0,0.0,0.2
0.9999999,0.25925925925925924,0.030612244897959183,0.49390122,0.0016618196925633569,0.10526315789473684,0.0,0.034482758620689655,0.0,0.0
0.519886981,0.25925925925925924,0.0,0.400639744,0.0008309098462816784,0.14035087719298245,0.0,0.034482758620689655,0.0,0.0
0.9999999,0.38271604938271603,0.0,0.056587091,0.0026309929372663066,0.017543859649122806,0.01020408163265306,0.0,0.01020408163265306,0.1
0.637884553,0.2839506172839506,0.0,0.9073535,0.002625675114250104,0.38596491228070173,0.0,0.06896551724137931,0.0,0.05
0.98960208,0.3333333333333333,0.0,0.510638298,0.0006557540506855006,0.017543859649122806,0.01020408163265306,0.0,0.01020408163265306,0.0
0.888119954,0.27160493827160487,0.0,0.157022548,0.0012230992937266308,0.08771929824561403,0.0,0.0,0.0,0.1
0.326272741,0.35802469135802467,0.01020408163265306,0.509046592,0.003544993768176153,0.2982456140350877,0.0,0.1724137931034483,0.0,0.2
0.496733479,0.14814814814814814,0.01020408163265306,0.320852296,0.001606314914831741,0.12280701754385964,0.0,0.06896551724137931,0.0,0.05
0.895681265,0.4444444444444445,0.01020408163265306,0.056660791,0.0013194848358953053,0.17543859649122806,0.0,0.0,0.0,0.05
0.729407731,0.1111111111111111,0.030612244897959183,0.960929088,0.002160365600332364,0.22807017543859648,0.0,0.06896551724137931,0.01020408163265306,0.05
0.839920949,0.2222222222222222,0.01020408163265306,0.925476603,0.0024927295388450354,0.08771929824561403,0.01020408163265306,0.10344827586206896,0.0,0.1
0.657785231,0.419753086419753,0.02040816326530612,0.530689568,0.0013154964686331533,0.19298245614035087,0.0,0.06896551724137931,0.0,0.0
0.9999999,0.07407407407407407,0.02040816326530612,0.452031483,0.0015621105110095554,0.15789473684210525,0.0,0.0,0.0,0.0
0.9999999,0.07407407407407407,0.0,0.470725995,0.0004254258412962194,0.05263157894736842,0.02040816326530612,0.0,0.01020408163265306,0.0
0.148131057,0.2839506172839506,0.0,0.293308891,0.003988367262152057,0.12280701754385964,0.01020408163265306,0.06896551724137931,0.01020408163265306,0.15000000000000002
0.9999999,0.12345679012345678,0.0,0.017414766,0.0013547154133776486,0.017543859649122806,0.0,0.0,0.0,0.0
0.89010697,0.30864197530864196,0.030612244897959183,0.986361297,0.0012912339011217284,0.21052631578947367,0.0,0.10344827586206896,0.04081632653061224,0.15000000000000002
0.023255138,0.07407407407407407,0.0,0.138141576,0.0017415870378063982,0.19298245614035087,0.01020408163265306,0.0,0.0,0.0
0.9999999,0.25925925925925924,0.01020408163265306,0.145713187,0.0008641462401329456,0.017543859649122806,0.02040816326530612,0.0,0.0,0.2
0.410347202,0.48148148148148145,0.01020408163265306,0.39041871,0.0008807644370585791,0.12280701754385964,0.01020408163265306,0.034482758620689655,0.0,0.0
0.504983389,0.037037037037037035,0.01020408163265306,0.193370166,0.0012629829663481512,0.08771929824561403,0.0,0.0,0.0,0.0
0.780794369,0.16049382716049382,0.0,0.273354356,0.001686082260074782,0.19298245614035087,0.0,0.034482758620689655,0.0,0.0
0.9999999,0.5802469135802468,0.01020408163265306,0.308165661,0.008209389281262983,0.08771929824561403,0.0,0.06896551724137931,0.0,0.0
0.701880732,0.2839506172839506,0.01020408163265306,0.474180416,0.0015508101371001248,0.14035087719298245,0.01020408163265306,0.034482758620689655,0.0,0.1
1.0,0.29629629629629634,0.0,0.118255473,0.001927710843373494,0.05263157894736842,0.01020408163265306,0.0,0.01020408163265306,0.30000000000000004
0.857197158,0.1728395061728395,0.0,0.40787418,0.0031906938097216453,0.22807017543859648,0.0,0.06896551724137931,0.0,0.0
0.01975177,0.4444444444444445,0.0,0.136,0.0027416701287910263,0.17543859649122806,0.0,0.034482758620689655,0.0,0.15000000000000002
0.9999999,0.3703703703703703,0.01020408163265306,0.261873813,0.0033236393851267137,0.05263157894736842,0.02040816326530612,0.034482758620689655,0.030612244897959183,0.15000000000000002
0.9999999,0.4567901234567901,0.0,0.085257226,0.0018280016618196927,0.05263157894736842,0.030612244897959183,0.0,0.0,0.15000000000000002
0.0,0.2222222222222222,0.0,0.039619165,0.0010818446198587453,0.017543859649122806,0.07142857142857142,0.0,0.0,0.0
0.9999999,0.07407407407407407,0.0,0.101299567,0.0009970918155380142,0.05263157894736842,0.030612244897959183,0.0,0.0,0.05
0.9999999,0.43209876543209874,0.0,0.08003108,0.0017106771915247196,0.03508771929824561,0.01020408163265306,0.0,0.01020408163265306,0.0
0.221402542,0.16049382716049382,0.0,0.32037325,0.0014956377233070212,0.21052631578947367,0.0,0.034482758620689655,0.0,0.0
0.9999999,0.16049382716049382,0.0,0.0,0.0014976319069380972,0.0,0.01020408163265306,0.0,0.0,0.0
0.707356174,0.1728395061728395,0.02040816326530612,0.614307932,0.0014956377233070212,0.3508771929824561,0.0,0.034482758620689655,0.0,0.1
0.992422391,0.5802469135802468,0.0,0.089982004,0.0011077690070627336,0.07017543859649122,0.0,0.0,0.01020408163265306,0.15000000000000002
0.924302789,0.07407407407407407,0.01020408163265306,0.215301807,0.0008641462401329456,0.05263157894736842,0.0,0.0,0.01020408163265306,0.15000000000000002
0.0,0.24691358024691362,0.0,0.852315954,0.0014850020772746158,0.12280701754385964,0.01020408163265306,0.06896551724137931,0.0,0.05
0.252696236,0.18518518518518517,0.01020408163265306,0.431142214,0.0013294557540506856,0.19298245614035087,0.0,0.0,0.02040816326530612,0.15000000000000002
0.302100888,0.30864197530864196,0.0,0.042679633,0.0006148732862484421,0.10526315789473684,0.0,0.0,0.0,0.0
0.0,0.4444444444444445,0.01020408163265306,0.279113753,0.0012297465724968842,0.14035087719298245,0.0,0.034482758620689655,0.0,0.0
0.9999999,0.5061728395061729,0.0,0.873772791,0.0004736186123805567,0.14035087719298245,0.01020408163265306,0.034482758620689655,0.0,0.05
0.834105426,0.20987654320987653,0.0,0.385472466,0.004653095139177399,0.12280701754385964,0.0,0.034482758620689655,0.0,0.15000000000000002
0.327390217,0.30864197530864196,0.0,0.451274363,0.0006647278770253428,0.10526315789473684,0.0,0.0,0.0,0.1
0.739409283,0.25925925925925924,0.030612244897959183,0.714157438,0.0011100955546323225,0.19298245614035087,0.030612244897959183,0.034482758620689655,0.01020408163265306,0.2
0.354203523,0.4691358024691357,0.0,0.237746891,0.0013626921479019526,0.12280701754385964,0.01020408163265306,0.0,0.0,0.0
0.931030296,0.19753086419753085,0.02040816326530612,0.199019207,0.002439551308683008,0.14035087719298245,0.02040816326530612,0.0,0.061224489795918366,0.15000000000000002
0.762034514,0.5185185185185184,0.0,0.096063859,0.0012071458246780224,0.07017543859649122,0.0,0.0,0.01020408163265306,0.0
0.9999999,0.5061728395061729,0.01020408163265306,0.293716657,0.002242459493144994,0.07017543859649122,0.0510204081632653,0.034482758620689655,0.0,0.0
0.660226516,0.1728395061728395,0.01020408163265306,0.237254249,0.0009970918155380142,0.05263157894736842,0.0,0.0,0.01020408163265306,0.25
0.9999999,0.08641975308641975,0.0,0.0,0.0007006231823847113,0.0,0.01020408163265306,0.0,0.0,0.0
0.899010492,0.3703703703703703,0.01020408163265306,0.429801416,0.002393020357291234,0.21052631578947367,0.0,0.034482758620689655,0.0,0.0
0.990230259,0.35802469135802467,0.0510204081632653,0.265716785,0.0026589115081013712,0.21052631578947367,0.0,0.0,0.0,0.0
0.897131553,0.037037037037037035,0.0,0.554447853,0.0004330702118820108,0.10526315789473684,0.0,0.0,0.0,0.0
0.499030711,0.1111111111111111,0.0,0.706407323,0.0014520980473618614,0.07017543859649122,0.0,0.034482758620689655,0.0,0.0
0.351071593,0.2345679012345679,0.0,0.498611265,0.0029912754466140425,0.10526315789473684,0.0,0.13793103448275862,0.0,0.0
0.9999999,0.4567901234567901,0.0,0.0,0.014794848358953054,0.0,0.0,0.0,0.0,0.0
0.910438408,0.39506172839506176,0.04081632653061224,0.271961148,0.0023265475695886995,0.38596491228070173,0.0,0.0,0.0,0.0
0.048851418,0.39506172839506176,0.0,0.030663746,0.0034898213543830495,0.19298245614035087,0.0,0.0,0.01020408163265306,0.0
0.99214426,0.30864197530864196,0.030612244897959183,0.614100515,0.00187120897382634,0.38596491228070173,0.0,0.06896551724137931,0.0,0.05
0.903395311,0.3209876543209876,0.061224489795918366,0.85553379,0.0013570419609472372,0.14035087719298245,0.0510204081632653,0.06896551724137931,0.01020408163265306,0.05
0.667844405,0.4074074074074074,0.0,0.440196908,0.004320731200664728,0.14035087719298245,0.0,0.06896551724137931,0.0,0.0
0.9999999,0.27160493827160487,0.01020408163265306,0.799207921,0.0008388865808059826,0.07017543859649122,0.04081632653061224,0.06896551724137931,0.0,0.1
0.9999999,0.29629629629629634,0.0,0.208924182,0.0017575405068550062,0.14035087719298245,0.0,0.0,0.0,0.05
0.0,0.34567901234567905,0.04081632653061224,0.386366527,0.0026130452845866225,0.12280701754385964,0.0,0.034482758620689655,0.0,0.1
0.891375513,0.2222222222222222,0.0,0.813237353,0.0016618196925633569,0.10526315789473684,0.0,0.06896551724137931,0.0,0.05
0.421440212,0.38271604938271603,0.0,0.349280825,0.004320731200664728,0.3157894736842105,0.0,0.06896551724137931,0.0,0.05
0.829056981,0.13580246913580246,0.0,0.221564161,0.0021882841711674283,0.08771929824561403,0.01020408163265306,0.034482758620689655,0.0,0.15000000000000002
0.999578415,0.024691358024691357,0.02040816326530612,0.214450423,0.0004320731200664728,0.05263157894736842,0.0,0.0,0.0,0.0
0.729129805,0.3209876543209876,0.04081632653061224,0.572032108,0.002359783963439967,0.21052631578947367,0.0,0.06896551724137931,0.0,0.1
0.9999999,0.1111111111111111,0.02040816326530612,0.220915842,0.0005367677606979643,0.05263157894736842,0.01020408163265306,0.0,0.0,0.05
0.9999999,0.13580246913580246,0.01020408163265306,0.532056619,0.00039883672621520566,0.05263157894736842,0.0,0.0,0.0,0.05
0.948785237,0.14814814814814814,0.0,0.630826027,0.001440132945575405,0.17543859649122806,0.0,0.034482758620689655,0.0,0.0
0.9999999,0.09876543209876543,0.0,0.182563542,0.001215787287079352,0.12280701754385964,0.0510204081632653,0.0,0.0,0.0
0.368242587,0.7407407407407407,0.0,0.475114106,0.0015288741171582884,0.15789473684210525,0.0,0.034482758620689655,0.0,0.0
0.930232558,0.29629629629629634,0.0,0.029328445,0.0019941836310760283,0.03508771929824561,0.01020408163265306,0.0,0.0,0.1
0.65677446,0.4691358024691357,0.0,0.97009911,0.0019782301620274202,0.19298245614035087,0.0,0.06896551724137931,0.0,0.0
0.419343566,0.4691358024691357,0.0,0.301484388,0.0019476526796842544,0.21052631578947367,0.0,0.034482758620689655,0.0,0.0
0.9999999,0.34567901234567905,0.0,0.227843427,0.0008997091815538015,0.05263157894736842,0.0,0.0,0.0,0.05
0.017319231,0.35802469135802467,0.0,0.771871355,0.0019941836310760283,0.24561403508771928,0.0,0.13793103448275862,0.0,0.05
0.555981467,0.2839506172839506,0.0,0.225729051,0.001800415454923141,0.10526315789473684,0.01020408163265306,0.0,0.0,0.05
0.872023268,0.2345679012345679,0.0,0.363325441,0.0012629829663481512,0.07017543859649122,0.02040816326530612,0.0,0.02040816326530612,0.15000000000000002
0.92371926,0.35802469135802467,0.0510204081632653,0.168107469,0.00534374740340673,0.2631578947368421,0.030612244897959183,0.0,0.0,0.1
0.562347588,0.4938271604938272,0.0,0.51210842,0.0014956377233070212,0.21052631578947367,0.0,0.06896551724137931,0.0,0.0
0.946140515,0.13580246913580246,0.0,0.355014418,0.0010369754881595348,0.14035087719298245,0.0,0.0,0.0,0.0
0.13977573,0.20987654320987653,0.01020408163265306,0.265213665,0.0027140839218944743,0.07017543859649122,0.0,0.034482758620689655,0.0,0.0
0.77909288,0.30864197530864196,0.0,0.98987276,0.001279601163273785,0.3333333333333333,0.0,0.06896551724137931,0.0,0.05
0.96969112,0.35802469135802467,0.01020408163265306,0.469316335,0.0026589115081013712,0.14035087719298245,0.0,0.06896551724137931,0.0,0.15000000000000002
0.807245438,0.43209876543209874,0.0,0.292312996,0.000963855421686747,0.19298245614035087,0.0,0.0,0.0,0.0
0.9999999,0.25925925925925924,0.0,0.019303688,0.000963855421686747,0.03508771929824561,0.02040816326530612,0.0,0.0,0.0
0.9999999,0.3209876543209876,0.9999999999999999,0.0,0.00019941836310760283,0.0,0.9999999999999999,0.0,0.9999999999999999,0.0
0.001735243,0.4567901234567901,0.04081632653061224,0.901891587,0.0023541337764852515,0.14035087719298245,0.01020408163265306,0.10344827586206896,0.01020408163265306,0.05
0.99191193,0.3333333333333333,0.0,0.599584067,0.002077274615704196,0.08771929824561403,0.0,0.034482758620689655,0.01020408163265306,0.0
0.72745825,0.2839506172839506,0.030612244897959183,0.778059428,0.002359783963439967,0.14035087719298245,0.0,0.034482758620689655,0.01020408163265306,0.15000000000000002
0.0,0.3209876543209876,0.0,0.136357491,0.009832322393020357,0.14035087719298245,0.0,0.06896551724137931,0.0,0.2
0.002158816,0.5925925925925926,0.0,0.416775315,0.0007644370585791442,0.19298245614035087,0.0,0.034482758620689655,0.0,0.15000000000000002
0.9999999,0.39506172839506176,0.0,0.0,0.0014467802243456585,0.0,0.02040816326530612,0.0,0.0,0.05
0.340696903,0.3333333333333333,0.0,0.536212914,0.001523223930203573,0.10526315789473684,0.01020408163265306,0.034482758620689655,0.02040816326530612,0.0
0.985657748,0.4444444444444445,0.0,0.971565731,0.0017997507270461155,0.2631578947368421,0.0,0.034482758620689655,0.0,0.0
0.9999999,0.43209876543209874,0.0,0.041154791,0.0005407561279601163,0.0,0.01020408163265306,0.0,0.0,0.0
0.9999999,0.39506172839506176,0.01020408163265306,0.034510563,0.0020606564187785627,0.017543859649122806,0.030612244897959183,0.0,0.0,0.0
0.213273837,0.48148148148148145,0.0,0.580270425,0.0017449106771915248,0.14035087719298245,0.0,0.06896551724137931,0.0,0.0
0.9999999,0.419753086419753,0.0,0.0,0.00038653926049023684,0.0,0.01020408163265306,0.0,0.0,0.1
0.088119566,0.34567901234567905,0.01020408163265306,0.356298012,0.002725384295803905,0.3157894736842105,0.0,0.06896551724137931,0.0,0.0
0.991002999,0.024691358024691357,0.0,0.204530313,0.0004985459077690071,0.03508771929824561,0.0,0.0,0.0,0.0
0.0,0.48148148148148145,0.02040816326530612,0.000384468,0.0008641462401329456,0.07017543859649122,0.0,0.0,0.0,0.0
0.295268917,0.4938271604938272,0.0,0.380210469,0.002431574574158704,0.2982456140350877,0.0,0.06896551724137931,0.0,0.05
0.670401156,0.4074074074074074,0.01020408163265306,0.308615231,0.0019941836310760283,0.07017543859649122,0.0,0.034482758620689655,0.0,0.1
0.030300997,0.3209876543209876,0.0,0.008247938,0.0013294557540506856,0.10526315789473684,0.0,0.0,0.0,0.0
0.991008991,0.04938271604938271,0.030612244897959183,0.039745032,0.0026589115081013712,0.07017543859649122,0.02040816326530612,0.0,0.0,0.0
0.802838938,0.3333333333333333,0.02040816326530612,0.211554486,0.003589530535936851,0.15789473684210525,0.01020408163265306,0.0,0.0,0.05
0.9999999,0.34567901234567905,0.01020408163265306,0.227059326,0.0007783963439966764,0.017543859649122806,0.0,0.0,0.0,0.0
0.638961776,0.1111111111111111,0.0,0.564647096,0.0005317823016202742,0.17543859649122806,0.0,0.0,0.0,0.0
0.8001998,0.13580246913580246,0.0,0.659817352,0.0007275446614042377,0.07017543859649122,0.02040816326530612,0.0,0.02040816326530612,0.05
0.67887658,0.5432098765432098,0.0,0.279968892,0.0029912754466140425,0.10526315789473684,0.0,0.06896551724137931,0.0,0.05
0.558573571,0.30864197530864196,0.0,0.215330494,0.0017947652679684255,0.05263157894736842,0.0,0.034482758620689655,0.0,0.05
0.0,0.34567901234567905,0.0,0.289934106,0.001462401329455754,0.12280701754385964,0.01020408163265306,0.034482758620689655,0.0,0.1
0.940252591,0.1728395061728395,0.030612244897959183,0.397077672,0.0012962193601994184,0.15789473684210525,0.0,0.0,0.0,0.15000000000000002
0.300300967,0.2345679012345679,0.0,0.529486852,0.002603406730369755,0.15789473684210525,0.0,0.06896551724137931,0.0,0.1
0.9999999,0.12345679012345678,0.0,0.075392461,0.0033236393851267137,0.05263157894736842,0.0,0.0,0.0,0.1
0.893510815,0.4074074074074074,0.01020408163265306,0.05426945,0.0017512255920232656,0.10526315789473684,0.01020408163265306,0.0,0.0,0.0
0.9999999,0.4444444444444445,0.0,0.36315921,0.0013294557540506856,0.05263157894736842,0.01020408163265306,0.034482758620689655,0.01020408163265306,0.15000000000000002
0.556851426,0.39506172839506176,0.01020408163265306,0.615190385,0.0032904029912754467,0.24561403508771928,0.0,0.10344827586206896,0.0,0.0
0.951578252,0.16049382716049382,0.01020408163265306,0.435854715,0.0009970918155380142,0.17543859649122806,0.0,0.0,0.0,0.15000000000000002
0.227803879,0.27160493827160487,0.01020408163265306,0.284516058,0.0030112172829248026,0.14035087719298245,0.0,0.06896551724137931,0.0,0.15000000000000002
0.174451781,0.30864197530864196,0.02040816326530612,0.29476209,0.005126713751557956,0.24561403508771928,0.0,0.13793103448275862,0.0,0.05
0.033242436,0.4074074074074074,0.0,0.207858638,0.001429164935604487,0.10526315789473684,0.0,0.034482758620689655,0.0,0.0
0.684520563,0.3209876543209876,0.01020408163265306,0.418051576,0.00463946821769838,0.10526315789473684,0.01020408163265306,0.06896551724137931,0.0,0.1
0.947026487,0.1728395061728395,0.030612244897959183,0.110773439,0.002186954715413378,0.15789473684210525,0.0,0.0,0.0,0.1
0.019167476,0.5185185185185184,0.0,0.290338708,0.0026589115081013712,0.3157894736842105,0.0,0.06896551724137931,0.0,0.0
0.9999999,0.5679012345679011,0.04081632653061224,0.605428705,0.0028526796842542586,0.10526315789473684,0.0,0.034482758620689655,0.0,0.0
0.777400128,0.30864197530864196,0.02040816326530612,0.40223034,0.0017282924802658913,0.15789473684210525,0.02040816326530612,0.06896551724137931,0.0,0.0
0.944365193,0.1111111111111111,0.02040816326530612,0.130773845,0.0016618196925633569,0.05263157894736842,0.02040816326530612,0.0,0.0,0.05
0.043149829,0.25925925925925924,0.0,0.468318661,0.003057748234316577,0.2807017543859649,0.0,0.20689655172413793,0.0,0.15000000000000002
0.079202745,0.6419753086419753,0.02040816326530612,0.179411485,0.0034898213543830495,0.08771929824561403,0.0,0.034482758620689655,0.0,0.0
0.484648087,0.5925925925925926,0.04081632653061224,0.021958243,0.0027695886996260905,0.12280701754385964,0.030612244897959183,0.034482758620689655,0.01020408163265306,0.0
0.096733575,0.037037037037037035,0.0,0.049977283,0.000731200664727877,0.08771929824561403,0.0,0.0,0.0,0.0
